Sentence,Sentiment,cleaned_text,encoded_sentiment,stematized_text,lemmatized_text
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",negative,the company s profit before taxes fell to eur  mn in the third quarter of   compared to eur  mn in the corresponding period in  ,0,the compani s profit befor tax fell to eur mn in the third quarter of compar to eur mn in the correspond period in,the company s profit before tax fell to eur mn in the third quarter of compared to eur mn in the corresponding period in
Profit taking on $AAPL this morning?  That has to be the pressure on the stock.  I'm still bullish on $AAPL.,positive,profit taking on aapl this morning  that has to be the pressure on the stock  im still bullish on aapl,1,profit take on aapl thi morn that ha to be the pressur on the stock im still bullish on aapl,profit taking on aapl this morning that ha to be the pressure on the stock im still bullish on aapl
@mugatushair Now it is time to short $TSLA,negative,mugatushair now it is time to short tsla,0,mugatushair now it is time to short tsla,mugatushair now it is time to short tsla
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",negative,in q of   bank of àland s net interest income weakened by   to eur  mn ,0,in q of bank of àland s net interest incom weaken by to eur mn,in q of bank of àland s net interest income weakened by to eur mn
"$DNN picked some up, like this going into 2014",positive,dnn picked some up like this going into ,1,dnn pick some up like thi go into,dnn picked some up like this going into
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,in januaryseptember   fiskars  net profit went up by   yearonyear to eur  million and net sales to eur  million from eur  million ,1,in januaryseptemb fiskar net profit went up by yearonyear to eur million and net sale to eur million from eur million,in januaryseptember fiskars net profit went up by yearonyear to eur million and net sale to eur million from eur million
"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative,in finland  sampo bank  now part of the danske bank group  will lay off staff from the administrative and support functions ,0,in finland sampo bank now part of the dansk bank group will lay off staff from the administr and support function,in finland sampo bank now part of the danske bank group will lay off staff from the administrative and support function
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,positive,hcp come to the party and buy this gonna give solid gains and a dividend ,1,hcp come to the parti and buy thi gonna give solid gain and a dividend,hcp come to the party and buy this gonna give solid gain and a dividend
Revenues at the same time grew 14 percent to 43 million euros .,positive,revenues at the same time grew  percent to  million euros ,1,revenu at the same time grew percent to million euro,revenue at the same time grew percent to million euro
Drugmaker Shire to buy Baxalta for $32 billion after 6-month pursuit,positive,drugmaker shire to buy baxalta for  billion after month pursuit,1,drugmak shire to buy baxalta for billion after month pursuit,drugmaker shire to buy baxalta for billion after month pursuit
"Full-year net sales are expected to increase by approximately 10 % , the company said .",positive,fullyear net sales are expected to increase by approximately    the company said ,1,fullyear net sale are expect to increas by approxim the compani said,fullyear net sale are expected to increase by approximately the company said
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,the tightened competition situation in the production automation market has affected net sales during   cencorp said ,0,the tighten competit situat in the product autom market ha affect net sale dure cencorp said,the tightened competition situation in the production automation market ha affected net sale during cencorp said
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,negative,a survey conducted by taloustutkimus for sampo life shows that companies are badly prepared to losing key staff members ,0,a survey conduct by taloustutkimu for sampo life show that compani are badli prepar to lose key staff member,a survey conducted by taloustutkimus for sampo life show that company are badly prepared to losing key staff member
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,negative,the company slipped to an operating loss of eur  million from a profit of eur  million ,0,the compani slip to an oper loss of eur million from a profit of eur million,the company slipped to an operating loss of eur million from a profit of eur million
$FB Nice buyable intraday dip right here,positive,fb nice buyable intraday dip right here,1,fb nice buyabl intraday dip right here,fb nice buyable intraday dip right here
"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",positive,brooklynbandit simo basing nice a close over  is bullish qqq spy study watch for a close near hod currently up  up ,1,brooklynbandit simo base nice a close over is bullish qqq spi studi watch for a close near hod current up up,brooklynbandit simo basing nice a close over is bullish qqq spy study watch for a close near hod currently up up
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",positive,via the takeover  panostaja further expands its business area specialising in digital printing  which since previously consists of the subsidiaries kopijyva oy and sokonet oy ,1,via the takeov panostaja further expand it busi area specialis in digit print which sinc previous consist of the subsidiari kopijyva oy and sokonet oy,via the takeover panostaja further expands it business area specialising in digital printing which since previously consists of the subsidiary kopijyva oy and sokonet oy
